proposal_id,text
P04210,"Facilitate an integrated pest management demonstration in a common crop grown around Shanti Nagar Panchayat. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P04211,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Bhavani Kheda. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P04212,"Assist in planning and measurement of MGNREGA works around Yamuna Kheda such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P04213,"Design a solid waste segregation and composting system for households near the main street of Lakshmipur. The team will map households, propose collection points, and set up at least one small composting unit."
P04214,Support an environmental engineering review of wastewater and solid waste flows in Nirmalgaon. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P04215,"Assist in a climate risk assessment exercise for Kaveri Tanda, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P04216,"Support common land development and pasture management planning in Mahuli Panchayat. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P04217,"Support low-cost housing construction quality monitoring for PMAY houses in Bhavani Kheda. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P04218,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Nirmalgaon. Data should be summarized for panchayat review meetings.
P04219,Plan a village-wide drinking water quality assessment in Mahuli Panchayat. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P04220,"Develop a basic village information system for Bhavani Kheda integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P04221,"Support public health outreach on maternal and child health topics in Mahuli Panchayat. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P04222,Develop a groundwater level monitoring plan for open wells and borewells in and around Bhagirathi Pur. The project will set up simple measurement protocols and a shared register with the panchayat.
P04223,"Plan a soil testing and fertility management campaign for farmers in Kaveri Tanda. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P04224,"Assist in a climate risk assessment exercise for Neelgaon, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P04225,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Rampur Gram Panchayat. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P04226,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Yamuna Kheda. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P04227,"Support public health outreach on maternal and child health topics in Kaveri Tanda. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P04228,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Tulsi Gram. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P04229,"Plan a WASH in schools improvement drive in Shanti Nagar Panchayat. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P04230,Support an environmental engineering review of wastewater and solid waste flows in Rampur Gram Panchayat. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P04231,"Support solar street lighting maintenance in lanes of Panchvati Kalan. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P04232,"Assist in river restoration planning for a degraded stream reach near Mahuli Panchayat. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P04233,Plan a village-wide drinking water quality assessment in Devnagar. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P04234,"Support disaster preparedness and response planning in Kaveri Tanda. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P04235,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Saraswati Nagar. The project must link plantations to watering and protection responsibilities.
P04236,"Support public health outreach on maternal and child health topics in Chitrani Block. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P04237,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Bhavani Kheda. The project must link plantations to watering and protection responsibilities.
P04238,"Develop a basic village information system for Shanti Nagar Panchayat integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P04239,"Support panchayat planning and budgeting in Rampur Gram Panchayat by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P04240,"Assist in a climate risk assessment exercise for Tulsi Gram, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P04241,"Support common land development and pasture management planning in Rampur Gram Panchayat. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P04242,"Set up a lightweight project management tracker for village-level works in Mahuli Panchayat. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P04243,Organize a digital literacy and risk communication workshop for adolescents in Mahuli Panchayat on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P04244,"Assist in a climate risk assessment exercise for Suryapur, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P04245,"Develop a basic village information system for Shanti Nagar Panchayat integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P04246,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Shivapuram. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P04247,"Support canal and field channel maintenance for a minor irrigation scheme serving Bhagirathi Pur. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P04248,Support an environmental engineering review of wastewater and solid waste flows in Neelgaon. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P04249,"Design a low-cost water quality monitoring routine for schools in Bhavani Kheda. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P04250,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Panchvati Kalan. The project must link plantations to watering and protection responsibilities.
P04251,"Support common land development and pasture management planning in Saraswati Nagar. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P04252,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Shanti Nagar Panchayat. The project includes condition assessment and prioritization for repairs."
P04253,"Develop a basic village information system for Saraswati Nagar integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P04254,"Support public health outreach on maternal and child health topics in Devnagar. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P04255,"Assist in gram sabha facilitation in Hariyali Dham by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P04256,"Support baseline and endline studies for a new Gram Sahayta initiative in Yamuna Kheda. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P04257,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Shanti Nagar Panchayat. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P04258,"Support solar street lighting maintenance in lanes of Tulsi Gram. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P04259,"Support a small social audit-style review of one scheme in Chitrani Block. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04260,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Chitrani Block. The project includes condition assessment and prioritization for repairs."
P04261,"Support public health outreach on maternal and child health topics in Shivapuram. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P04262,"Strengthen nursery management and seedling production for village-level plantation drives in Devnagar. The team will support layout, watering routines, and survival tracking of seedlings."
P04263,"Support panchayat planning and budgeting in Bhagirathi Pur by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P04264,"Support canal and field channel maintenance for a minor irrigation scheme serving Lakshmipur. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P04265,Develop a groundwater level monitoring plan for open wells and borewells in and around Yamuna Kheda. The project will set up simple measurement protocols and a shared register with the panchayat.
P04266,"Design a low-cost water quality monitoring routine for schools in Saraswati Nagar. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P04267,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Bhavani Kheda. The project must link plantations to watering and protection responsibilities.
P04268,"Design a solar pumping system proposal for drinking water or irrigation in Chitrani Block. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P04269,"Plan a WASH in schools improvement drive in Tulsi Gram. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P04270,"Pilot household water treatment and safe storage practices in one hamlet of Ganga Khand. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P04271,"Support solar street lighting maintenance in lanes of Rampur Gram Panchayat. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P04272,"Support drinking water source protection for key borewells in Hariyali Dham. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P04273,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Tulsi Gram. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P04274,"Support solar street lighting maintenance in lanes of Mahuli Panchayat. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P04275,"Support self-help group strengthening in Lakshmipur by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P04276,Organize a digital literacy and risk communication workshop for adolescents in Nirmalgaon on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P04277,Help design and locate small check dams and nala bunds in the upper catchment above Panchvati Kalan. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P04278,"Strengthen nursery management and seedling production for village-level plantation drives in Devnagar. The team will support layout, watering routines, and survival tracking of seedlings."
P04279,"Support low-cost housing construction quality monitoring for PMAY houses in Lakshmipur. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P04280,"Design a solar pumping system proposal for drinking water or irrigation in Bhagirathi Pur. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P04281,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Ganga Khand. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P04282,"Design a solid waste segregation and composting system for households near the main street of Kaveri Tanda. The team will map households, propose collection points, and set up at least one small composting unit."
P04283,"Support disaster preparedness and response planning in Chitrani Block. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P04284,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Bhagirathi Pur. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P04285,Develop a groundwater level monitoring plan for open wells and borewells in and around Devnagar. The project will set up simple measurement protocols and a shared register with the panchayat.
P04286,"Support panchayat planning and budgeting in Chitrani Block by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P04287,"Support disaster preparedness and response planning in Kaveri Tanda. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P04288,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Suryapur. The project must link plantations to watering and protection responsibilities.
P04289,"Support drinking water source protection for key borewells in Rampur Gram Panchayat. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P04290,"Support baseline and endline studies for a new Gram Sahayta initiative in Yamuna Kheda. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P04291,"Support canal and field channel maintenance for a minor irrigation scheme serving Nirmalgaon. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P04292,"Support drinking water source protection for key borewells in Suryapur. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P04293,"Assist in a climate risk assessment exercise for Krishi Nagar, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P04294,"Support baseline and endline studies for a new Gram Sahayta initiative in Shanti Nagar Panchayat. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P04295,"Design a solid waste segregation and composting system for households near the main street of Mahuli Panchayat. The team will map households, propose collection points, and set up at least one small composting unit."
P04296,"Set up a lightweight project management tracker for village-level works in Krishi Nagar. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P04297,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Shanti Nagar Panchayat. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P04298,"Plan a soil testing and fertility management campaign for farmers in Shanti Nagar Panchayat. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P04299,"Support a small social audit-style review of one scheme in Bhavani Kheda. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04300,"Plan a WASH in schools improvement drive in Ganga Khand. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P04301,"Assist in planning and measurement of MGNREGA works around Mahuli Panchayat such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P04302,"Assist in planning and measurement of MGNREGA works around Mahuli Panchayat such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P04303,"Support solar street lighting maintenance in lanes of Neelgaon. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P04304,"Assist anganwadi strengthening in Lakshmipur by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P04305,Develop a groundwater level monitoring plan for open wells and borewells in and around Devnagar. The project will set up simple measurement protocols and a shared register with the panchayat.
P04306,Develop a groundwater level monitoring plan for open wells and borewells in and around Suryapur. The project will set up simple measurement protocols and a shared register with the panchayat.
P04307,"Support drinking water source protection for key borewells in Kaveri Tanda. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P04308,"Support a small social audit-style review of one scheme in Chitrani Block. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04309,"Facilitate an integrated pest management demonstration in a common crop grown around Panchvati Kalan. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P04310,"Design a solid waste segregation and composting system for households near the main street of Shanti Nagar Panchayat. The team will map households, propose collection points, and set up at least one small composting unit."
P04311,Help design and locate small check dams and nala bunds in the upper catchment above Hariyali Dham. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P04312,Organize a digital literacy and risk communication workshop for adolescents in Yamuna Kheda on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P04313,"Assist in gram sabha facilitation in Bhavani Kheda by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P04314,"Support disaster preparedness and response planning in Tulsi Gram. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P04315,Plan a village-wide drinking water quality assessment in Bhavani Kheda. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P04316,Support an environmental engineering review of wastewater and solid waste flows in Tulsi Gram. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P04317,"Design a solid waste segregation and composting system for households near the main street of Kaveri Tanda. The team will map households, propose collection points, and set up at least one small composting unit."
P04318,"Strengthen nursery management and seedling production for village-level plantation drives in Rampur Gram Panchayat. The team will support layout, watering routines, and survival tracking of seedlings."
P04319,"Pilot household water treatment and safe storage practices in one hamlet of Saraswati Nagar. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P04320,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Bhagirathi Pur. The project must link plantations to watering and protection responsibilities.
P04321,"Pilot household water treatment and safe storage practices in one hamlet of Saraswati Nagar. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P04322,"Design a low-cost water quality monitoring routine for schools in Krishi Nagar. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P04323,"Support panchayat planning and budgeting in Shivapuram by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P04324,"Support baseline and endline studies for a new Gram Sahayta initiative in Kaveri Tanda. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
P04325,"Design a low-cost water quality monitoring routine for schools in Panchvati Kalan. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P04326,"Support a small social audit-style review of one scheme in Shivapuram. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04327,"Support public health outreach on maternal and child health topics in Saraswati Nagar. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P04328,"Plan a soil testing and fertility management campaign for farmers in Hariyali Dham. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P04329,"Assist in gram sabha facilitation in Suryapur by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P04330,"Design a solid waste segregation and composting system for households near the main street of Chitrani Block. The team will map households, propose collection points, and set up at least one small composting unit."
P04331,"Design a low-cost water quality monitoring routine for schools in Kaveri Tanda. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P04332,"Assist in a climate risk assessment exercise for Shivapuram, focusing on droughts, floods, and heatwaves. The project will combine community timelines with simple climate data visuals."
P04333,"Support a small social audit-style review of one scheme in Rampur Gram Panchayat. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04334,"Support disaster preparedness and response planning in Lakshmipur. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P04335,"Design a solar pumping system proposal for drinking water or irrigation in Bhavani Kheda. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P04336,"Support disaster preparedness and response planning in Shanti Nagar Panchayat. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P04337,"Support drinking water source protection for key borewells in Tulsi Gram. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P04338,Plan a village-wide drinking water quality assessment in Krishi Nagar. The project will test handpumps and standposts for basic parameters and record sanitary risks around each source. Students must design simple feedback cards for households and share results with the panchayat.
P04339,"Develop a basic village information system for Chitrani Block integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P04340,"Support panchayat planning and budgeting in Devnagar by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P04341,Support an environmental engineering review of wastewater and solid waste flows in Nirmalgaon. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P04342,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Suryapur. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P04343,Organize a digital literacy and risk communication workshop for adolescents in Saraswati Nagar on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P04344,"Support disaster preparedness and response planning in Hariyali Dham. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P04345,"Support common land development and pasture management planning in Hariyali Dham. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P04346,"Support common land development and pasture management planning in Tulsi Gram. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P04347,"Support canal and field channel maintenance for a minor irrigation scheme serving Saraswati Nagar. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P04348,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Shanti Nagar Panchayat. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P04349,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Kaveri Tanda. The project must link plantations to watering and protection responsibilities.
P04350,"Develop a basic village information system for Shanti Nagar Panchayat integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P04351,Organize a digital literacy and risk communication workshop for adolescents in Shivapuram on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P04352,"Support a small social audit-style review of one scheme in Krishi Nagar. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04353,"Plan a soil testing and fertility management campaign for farmers in Nirmalgaon. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P04354,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Rampur Gram Panchayat. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P04355,"Support panchayat planning and budgeting in Lakshmipur by compiling data on WASH, roads, and livelihood assets. The project will help convert this into a simple presentation for the gram sabha."
P04356,"Facilitate an integrated pest management demonstration in a common crop grown around Shivapuram. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P04357,"Support low-cost housing construction quality monitoring for PMAY houses in Chitrani Block. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P04358,"Support drinking water source protection for key borewells in Shivapuram. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P04359,"Support canal and field channel maintenance for a minor irrigation scheme serving Hariyali Dham. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P04360,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Ganga Khand. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P04361,"Support canal and field channel maintenance for a minor irrigation scheme serving Panchvati Kalan. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P04362,"Plan a soil testing and fertility management campaign for farmers in Bhavani Kheda. The project includes sampling fields, explaining test results, and suggesting fertilizer and organic matter management options."
P04363,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Ganga Khand. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P04364,"Support disaster preparedness and response planning in Ganga Khand. Students will help identify safe shelters, evacuation routes, and communication chains, and prepare a simple poster for display."
P04365,Coordinate a tree plantation and survival monitoring initiative along village roads and common lands in Bhagirathi Pur. The project must link plantations to watering and protection responsibilities.
P04366,"Assist in planning and measurement of MGNREGA works around Suryapur such as bunds and plantations. The project includes simple layout sketches, basic measurement sheets, and worker feedback collection."
P04367,"Support low-cost housing construction quality monitoring for PMAY houses in Kaveri Tanda. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P04368,"Support a small social audit-style review of one scheme in Neelgaon. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04369,"Support self-help group strengthening in Nirmalgaon by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P04370,"Set up a lightweight project management tracker for village-level works in Bhagirathi Pur. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P04371,"Design a low-cost water quality monitoring routine for schools in Shivapuram. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P04372,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Shanti Nagar Panchayat. Data should be summarized for panchayat review meetings.
P04373,"Assist anganwadi strengthening in Suryapur by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P04374,"Support public health outreach on maternal and child health topics in Mahuli Panchayat. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P04375,"Support self-help group strengthening in Bhagirathi Pur by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P04376,"Assist in river restoration planning for a degraded stream reach near Krishi Nagar. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P04377,"Support low-cost housing construction quality monitoring for PMAY houses in Lakshmipur. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P04378,Help design and locate small check dams and nala bunds in the upper catchment above Devnagar. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P04379,"Assist in gram sabha facilitation in Devnagar by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P04380,"Support public health outreach on maternal and child health topics in Shanti Nagar Panchayat. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P04381,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Bhagirathi Pur. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P04382,"Support drinking water source protection for key borewells in Shivapuram. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P04383,"Support public health outreach on maternal and child health topics in Shivapuram. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P04384,"Support drinking water source protection for key borewells in Lakshmipur. The project includes mapping contamination risks, proposing simple fencing or platforms, and discussing actions with the water committee."
P04385,Organize a digital literacy and risk communication workshop for adolescents in Saraswati Nagar on topics like online safety and disaster awareness. Feedback will be captured through short quizzes and group reflections.
P04386,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Shanti Nagar Panchayat. The project includes condition assessment and prioritization for repairs."
P04387,"Assist in river restoration planning for a degraded stream reach near Tulsi Gram. The project involves basic channel walk-throughs, mapping dumping spots, and suggesting nature-based solutions like vegetative buffers."
P04388,"Assist in gram sabha facilitation in Chitrani Block by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P04389,"Support a small social audit-style review of one scheme in Suryapur. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P04390,"Develop a basic village information system for Mahuli Panchayat integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P04391,"Support low-cost housing construction quality monitoring for PMAY houses in Ganga Khand. The project includes checking plinth levels, basic reinforcement details, and usable toilet provision."
P04392,"Design a low-cost water quality monitoring routine for schools in Lakshmipur. The team will schedule periodic tests, train teachers to use basic kits, and maintain a logbook that can be shared during gram sabha meetings."
P04393,"Assist the panchayat in prioritizing rural road maintenance and small culvert repairs around Bhavani Kheda. The project involves road condition surveys, simple traffic counts, and preparation of a ranked list for budget discussions."
P04394,Help design and locate small check dams and nala bunds in the upper catchment above Rampur Gram Panchayat. Students will use simple field surveys and farmer inputs to suggest feasible structures.
P04395,"Support self-help group strengthening in Chitrani Block by mapping existing groups, their savings patterns, and linkage to village-level works. Students will facilitate one joint learning session with SHG leaders."
P04396,Plan a joint fecal sludge management and drain de-silting campaign for a cluster of streets in Shivapuram. The project must coordinate with tanker operators and sanitation workers while documenting safety measures.
P04397,"Assist in civil engineering checks for small structures like culverts, drains, and retaining walls in Devnagar. The project includes condition assessment and prioritization for repairs."
P04398,"Pilot household water treatment and safe storage practices in one hamlet of Saraswati Nagar. The team will identify volunteer households, demonstrate low-cost treatment options, and track changes over one month."
P04399,"Develop a basic village information system for Shanti Nagar Panchayat integrating household survey data, WASH assets, and roads using GIS and simple dashboards. The focus is on clear, printable maps and summary tables."
P04400,"Design a solar pumping system proposal for drinking water or irrigation in Hariyali Dham. The team will estimate head, discharge needs, and solar array size, and compare costs with diesel pumping."
P04401,"Set up a lightweight project management tracker for village-level works in Devnagar. The tool will track tasks, budgets, and timelines and generate quick status snapshots for officials."
P04402,Support an environmental engineering review of wastewater and solid waste flows in Panchvati Kalan. Students will map key discharge points and identify opportunities for green infrastructure interventions.
P04403,"Assist in gram sabha facilitation in Neelgaon by designing agenda posters, helping record minutes, and tracking agreed action points with timelines."
P04404,"Support solar street lighting maintenance in lanes of Panchvati Kalan. Students will survey non-functional lights, categorize faults, and suggest a low-cost maintenance schedule for the panchayat."
P04405,"Plan a WASH in schools improvement drive in Tulsi Gram. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P04406,"Facilitate an integrated pest management demonstration in a common crop grown around Panchvati Kalan. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P04407,"Support canal and field channel maintenance for a minor irrigation scheme serving Suryapur. The project includes mapping silted reaches, collecting farmer feedback, and prioritizing segments for de-silting under MGNREGA."
P04408,"Support common land development and pasture management planning in Tulsi Gram. Students will map existing uses, discuss needs with herders, and suggest soil and moisture conservation measures."
P04409,"Support baseline and endline studies for a new Gram Sahayta initiative in Krishi Nagar. Students will design questionnaires, manage mobile data collection, and assist in data cleaning and analysis."
